time_sec,Section,sats,time,lat,long,velocity,afr,heading,height,FixType,accelX,accelY,accelZ,accelSqrt,gyroX,gyroY,gyroZ,magX,magY,magZ,mDirection,Time_ms
41731,Practice,16,41730.55,797.845956,-6054.225588,19.217,11.29619291943136,316.355,5.706,3,0,0,0,0,0,0,0,0,0,0,0,0
41732,Practice,16,41731.5,797.847828,-6054.223782,17.111,10.656102854399649,316.397,5.737,3,0,0,0,0,0,0,0,0,0,0,0,0
41733,Practice,16,41732.55,797.84967,-6054.22203,16.596,10.96741598635117,318.077,5.897,3,0,0,0,0,0,0,0,0,0,0,0,0
41734,Practice,16,41733.5,797.851644,-6054.220128,20.707,11.809323028711765,316.49,6.003,3,0,0,0,0,0,0,0,0,0,0,0,0
41735,Practice,16,41734.55,797.854242,-6054.217692,23.285,11.968924253016503,316.556,5.988,3,0,0,0,0,0,0,0,0,0,0,0,0
41736,Practice,16,41735.5,797.856504,-6054.215526,19.692,11.03989458868107,316.618,5.973,3,0,0,0,0,0,0,0,0,0,0,0,0
41737,Practice,16,41736.55,797.858796,-6054.213336,20.621,11.306097625795015,317.59,6.021,3,0,0,0,0,0,0,0,0,0,0,0,0
41738,Practice,16,41737.5,797.861118,-6054.211128,21.485,11.615640933699526,316.156,6.288,3,0,0,0,0,0,0,0,0,0,0,0,0
41739,Practice,16,41738.55,797.863542,-6054.2088,21.877,11.856794709973752,316.233,6.345,3,0,0,0,0,0,0,0,0,0,0,0,0
41740,Practice,16,41739.5,797.865972,-6054.20643,24.487,12.005227367626553,316.278,6.405,3,0,0,0,0,0,0,0,0,0,0,0,0
41741,Practice,16,41740.55,797.868918,-6054.203652,25.067,12.020691808949367,316.838,6.405,3,0,0,0,0,0,0,0,0,0,0,0,0
41742,Practice,16,41741.5,797.871414,-6054.201264,21.906,11.93891775810334,316.901,6.335,3,0,0,0,0,0,0,0,0,0,0,0,0
41743,Practice,16,41742.55,797.873976,-6054.198852,22.338,11.498006857539032,316.753,6.193,3,0,0,0,0,0,0,0,0,0,0,0,0
41744,Practice,16,41743.5,797.876274,-6054.196692,21.791,11.605392892497877,316.793,6.063,3,0,0,0,0,0,0,0,0,0,0,0,0
41745,Practice,16,41744.55,797.878848,-6054.194238,21.928,11.59926585168698,316.161,5.895,3,0,0,0,0,0,0,0,0,0,0,0,0
41746,Practice,16,41745.5,797.88093,-6054.192234,18.22,10.828893585319976,315.786,5.765,3,0,0,0,0,0,0,0,0,0,0,0,0
41747,Practice,16,41746.55,797.882502,-6054.190698,11.196,10.426753932794124,312.81,5.852,3,0,0,0,0,0,0,0,0,0,0,0,0
41748,Practice,16,41747.5,797.883414,-6054.18981,8.37,9.806237925817308,315.91,5.984,3,0,0,0,0,0,0,0,0,0,0,0,0
41749,Practice,16,41748.55,797.884338,-6054.188898,7.909,9.644968135303666,316.254,6.024,3,0,0,0,0,0,0,0,0,0,0,0,0
41750,Practice,16,41749.5,797.885148,-6054.188112,7.988,10.06698787138258,317.528,5.919,3,0,0,0,0,0,0,0,0,0,0,0,0
41751,Practice,16,41750.55,797.886012,-6054.187278,7.2,9.698432127310912,318.311,5.851,3,0,0,0,0,0,0,0,0,0,0,0,0
41752,Practice,16,41751.5,797.886678,-6054.186594,5.864,9.812239431877074,314.679,5.925,3,0,0,0,0,0,0,0,0,0,0,0,0
41753,Practice,16,41752.55,797.88717,-6054.186066,3.24,9.185302135051314,319.892,5.91,3,0,0,0,0,0,0,0,0,0,0,0,0
41754,Practice,16,41753.5,797.887356,-6054.185862,1.026,8.721269025409724,312.664,5.82,3,0,0,0,0,0,0,0,0,0,0,0,0
41755,Practice,16,41754.55,797.887356,-6054.185862,0.104,8.848770890908359,312.266,5.772,3,0,0,0,0,0,0,0,0,0,0,0,0
41756,Practice,16,41755.5,797.887344,-6054.18585,0.119,8.912012316111257,312.266,5.724,3,0,0,0,0,0,0,0,0,0,0,0,0
41757,Practice,16,41756.55,797.887344,-6054.185832,0.22,9.5714742343724,312.266,5.728,3,0,0,0,0,0,0,0,0,0,0,0,0
41758,Practice,16,41757.5,797.887338,-6054.185802,0.058,8.956803042774169,312.266,5.74,3,0,0,0,0,0,0,0,0,0,0,0,0
41759,Practice,16,41758.55,797.887338,-6054.185784,0.223,9.042547396241169,312.266,5.789,3,0,0,0,0,0,0,0,0,0,0,0,0
41760,Practice,16,41759.5,797.887338,-6054.185772,0.184,8.544563101801227,312.266,5.823,3,0,0,0,0,0,0,0,0,0,0,0,0
41800,Practice,16,41800.0,797.887332,-6054.185766,0.054,8.630024696461264,312.266,5.811,3,0,0,0,0,0,0,0,0,0,0,0,0
41801,Practice,16,41800.55,797.887332,-6054.18576,0.108,8.621476637769472,312.266,5.826,3,0,0,0,0,0,0,0,0,0,0,0,0
41802,Practice,16,41801.5,797.887326,-6054.185748,0.104,8.781475743876593,312.266,5.801,3,0,0,0,0,0,0,0,0,0,0,0,0
41803,Practice,16,41802.55,797.887326,-6054.185736,0.212,9.185000433294594,312.266,5.779,3,0,0,0,0,0,0,0,0,0,0,0,0
41804,Practice,16,41803.5,797.88732,-6054.185736,0.036,9.033076995668702,312.266,5.804,3,0,0,0,0,0,0,0,0,0,0,0,0
41805,Practice,16,41804.55,797.887326,-6054.18573,0.083,8.620134968722072,312.266,5.843,3,0,0,0,0,0,0,0,0,0,0,0,0
41806,Practice,16,41805.5,797.887326,-6054.185724,0.083,9.137613997902964,312.266,5.886,3,0,0,0,0,0,0,0,0,0,0,0,0
41807,Practice,16,41806.55,797.887326,-6054.185724,0.011,9.400557147609014,312.266,5.954,3,0,0,0,0,0,0,0,0,0,0,0,0
41808,Practice,16,41807.5,797.887332,-6054.185724,0.047,9.008307682607766,312.266,5.957,3,0,0,0,0,0,0,0,0,0,0,0,0
41809,Practice,16,41808.55,797.887338,-6054.185718,0.025,9.162257987719991,312.266,5.997,3,0,0,0,0,0,0,0,0,0,0,0,0
41810,Practice,16,41809.5,797.887344,-6054.185712,0.043,8.607078718857435,312.266,6.044,3,0,0,0,0,0,0,0,0,0,0,0,0
41811,Practice,16,41810.55,797.88735,-6054.185706,0.176,8.68804991280698,312.266,6.097,3,0,0,0,0,0,0,0,0,0,0,0,0
41812,Practice,16,41811.5,797.88735,-6054.185706,0.126,8.425107799187042,312.266,6.13,3,0,0,0,0,0,0,0,0,0,0,0,0
41813,Practice,16,41812.55,797.887344,-6054.185712,0.27,9.100369096743334,312.266,6.1,3,0,0,0,0,0,0,0,0,0,0,0,0
41814,Practice,16,41813.5,797.887326,-6054.1857,0.288,9.085488285315416,234.987,6.076,3,0,0,0,0,0,0,0,0,0,0,0,0
41815,Practice,16,41814.55,797.887338,-6054.1857,0.184,8.75689816565655,234.987,6.074,3,0,0,0,0,0,0,0,0,0,0,0,0
41816,Practice,16,41815.5,797.88735,-6054.185706,0.148,9.26752523527854,234.987,6.015,3,0,0,0,0,0,0,0,0,0,0,0,0
41817,Practice,16,41816.55,797.88738,-6054.185724,0.104,9.176266183735375,234.987,5.955,3,0,0,0,0,0,0,0,0,0,0,0,0
41818,Practice,16,41817.5,797.887386,-6054.185736,0.05,8.757574876986638,234.987,6.01,3,0,0,0,0,0,0,0,0,0,0,0,0
41819,Practice,16,41818.55,797.887386,-6054.18576,0.101,8.560341240722947,234.987,6.078,3,0,0,0,0,0,0,0,0,0,0,0,0
41820,Practice,16,41819.5,797.887392,-6054.185778,0.166,9.339497341983854,234.987,6.157,3,0,0,0,0,0,0,0,0,0,0,0,0
41821,Practice,16,41820.55,797.887392,-6054.185796,0.094,9.197296763752206,234.987,6.219,3,0,0,0,0,0,0,0,0,0,0,0,0
41822,Practice,16,41821.5,797.887398,-6054.18582,0.112,9.030198943367468,234.987,6.276,3,0,0,0,0,0,0,0,0,0,0,0,0
41823,Practice,16,41822.55,797.887398,-6054.185838,0.133,8.546166186661067,234.987,6.348,3,0,0,0,0,0,0,0,0,0,0,0,0
41824,Practice,16,41823.5,797.887404,-6054.185862,0.047,8.765915590330318,234.987,6.37,3,0,0,0,0,0,0,0,0,0,0,0,0
41825,Practice,16,41824.55,797.887404,-6054.185874,0.158,8.780391774597696,234.987,6.371,3,0,0,0,0,0,0,0,0,0,0,0,0
41826,Practice,16,41825.5,797.887404,-6054.185892,0.076,9.215027282253148,234.987,6.391,3,0,0,0,0,0,0,0,0,0,0,0,0
41827,Practice,16,41826.55,797.88741,-6054.185916,0.14,9.021251785170003,234.987,6.407,3,0,0,0,0,0,0,0,0,0,0,0,0
41828,Practice,16,41827.5,797.88741,-6054.185934,0.079,9.260055715870262,234.987,6.421,3,0,0,0,0,0,0,0,0,0,0,0,0
41829,Practice,16,41828.55,797.887422,-6054.185964,0.148,9.526537375396424,234.987,6.432,3,0,0,0,0,0,0,0,0,0,0,0,0
41830,Practice,16,41829.5,797.88744,-6054.186006,0.04,8.98094454824668,234.987,6.434,3,0,0,0,0,0,0,0,0,0,0,0,0
41831,Practice,16,41830.55,797.887464,-6054.186036,0.101,8.97816042910982,234.987,6.426,3,0,0,0,0,0,0,0,0,0,0,0,0
41832,Practice,16,41831.5,797.887488,-6054.186066,0.223,8.618007083798862,234.987,6.382,3,0,0,0,0,0,0,0,0,0,0,0,0
41833,Practice,16,41832.55,797.887488,-6054.186078,0.126,9.410213996807204,234.987,6.38,3,0,0,0,0,0,0,0,0,0,0,0,0
41834,Practice,16,41833.5,797.8875,-6054.186114,0.13,9.043486449847572,234.987,6.421,3,0,0,0,0,0,0,0,0,0,0,0,0
41835,Practice,16,41834.55,797.887512,-6054.186138,0.122,8.580679534183885,234.987,6.374,3,0,0,0,0,0,0,0,0,0,0,0,0
41836,Practice,16,41835.5,797.88753,-6054.186144,0.209,8.552712969920794,234.987,6.262,3,0,0,0,0,0,0,0,0,0,0,0,0
41837,Practice,16,41836.55,797.887548,-6054.186168,0.083,8.26433409219981,234.987,6.193,3,0,0,0,0,0,0,0,0,0,0,0,0
41838,Practice,16,41837.5,797.887554,-6054.186186,0.061,9.463283987804097,234.987,6.099,3,0,0,0,0,0,0,0,0,0,0,0,0
41839,Practice,16,41838.55,797.88756,-6054.186198,0.097,9.370259614274223,234.987,5.959,3,0,0,0,0,0,0,0,0,0,0,0,0
41840,Practice,16,41839.5,797.887566,-6054.186216,0.137,8.7613653207763,234.987,5.834,3,0,0,0,0,0,0,0,0,0,0,0,0
41841,Practice,16,41840.55,797.887572,-6054.186228,0.112,9.221585467455586,234.987,5.707,3,0,0,0,0,0,0,0,0,0,0,0,0
41842,Practice,16,41841.5,797.887578,-6054.18624,0.122,9.077819324475724,234.987,5.584,3,0,0,0,0,0,0,0,0,0,0,0,0
41843,Practice,16,41842.55,797.887584,-6054.186246,0.061,9.18275968573542,234.987,5.47,3,0,0,0,0,0,0,0,0,0,0,0,0
41844,Practice,16,41843.5,797.887584,-6054.186252,0.043,8.905130142377647,234.987,5.344,3,0,0,0,0,0,0,0,0,0,0,0,0
41845,Practice,15,41844.55,797.887584,-6054.186264,0.144,8.29439874404334,234.987,5.265,3,0,0,0,0,0,0,0,0,0,0,0,0
41846,Practice,16,41845.5,797.887584,-6054.186294,0.097,8.984101044539562,234.987,5.263,3,0,0,0,0,0,0,0,0,0,0,0,0
41847,Practice,16,41846.55,797.887578,-6054.18633,0.187,8.372947247174608,234.987,5.416,3,0,0,0,0,0,0,0,0,0,0,0,0
41848,Practice,16,41847.5,797.887566,-6054.186354,0.043,8.591661945429063,234.987,5.444,3,0,0,0,0,0,0,0,0,0,0,0,0
41849,Practice,16,41848.55,797.88756,-6054.186372,0.122,8.785426910580961,234.987,5.431,3,0,0,0,0,0,0,0,0,0,0,0,0
41850,Practice,16,41849.5,797.887554,-6054.186378,0.13,9.383967305060908,234.987,5.436,3,0,0,0,0,0,0,0,0,0,0,0,0
41851,Practice,16,41850.55,797.887548,-6054.18639,0.036,9.028293511027783,234.987,5.398,3,0,0,0,0,0,0,0,0,0,0,0,0
41852,Practice,16,41851.5,797.887536,-6054.186402,0.068,8.917632435220264,234.987,5.376,3,0,0,0,0,0,0,0,0,0,0,0,0
41853,Practice,16,41852.55,797.88753,-6054.186414,0.101,9.404399092571833,234.987,5.385,3,0,0,0,0,0,0,0,0,0,0,0,0
41854,Practice,16,41853.5,797.88753,-6054.186426,0.018,8.811350264741494,234.987,5.417,3,0,0,0,0,0,0,0,0,0,0,0,0
41855,Practice,16,41854.55,797.887536,-6054.186444,0.432,9.054450055385866,234.987,5.414,3,0,0,0,0,0,0,0,0,0,0,0,0
41856,Practice,16,41855.5,797.887536,-6054.186444,0.202,8.979353180246953,234.987,5.355,3,0,0,0,0,0,0,0,0,0,0,0,0
41857,Practice,16,41856.55,797.887536,-6054.186432,0.065,8.843799901752345,234.987,5.288,3,0,0,0,0,0,0,0,0,0,0,0,0
41858,Practice,16,41857.5,797.88753,-6054.186414,0.112,9.050743053613727,234.987,5.23,3,0,0,0,0,0,0,0,0,0,0,0,0
41859,Practice,16,41858.55,797.887524,-6054.186396,0.047,9.414136501134037,234.987,5.189,3,0,0,0,0,0,0,0,0,0,0,0,0
41860,Practice,16,41859.5,797.887518,-6054.186408,0.14,8.6350834689439,234.987,5.213,3,0,0,0,0,0,0,0,0,0,0,0,0
41900,Practice,16,41900.0,797.887518,-6054.186396,0.05,8.20379367837246,234.987,5.22,3,0,0,0,0,0,0,0,0,0,0,0,0
41901,Practice,16,41900.55,797.887512,-6054.186396,0.198,8.391946881614073,234.987,5.25,3,0,0,0,0,0,0,0,0,0,0,0,0
41902,Practice,16,41901.5,797.887506,-6054.18639,0.101,8.901905687506924,234.987,5.252,3,0,0,0,0,0,0,0,0,0,0,0,0
41903,Practice,16,41902.55,797.887512,-6054.186396,0.205,9.014716277383176,234.987,5.235,3,0,0,0,0,0,0,0,0,0,0,0,0
41904,Practice,16,41903.5,797.887518,-6054.186402,0.18,9.265804907071573,234.987,5.155,3,0,0,0,0,0,0,0,0,0,0,0,0
41905,Practice,16,41904.55,797.887518,-6054.186396,0.079,8.53112591113186,234.987,5.042,3,0,0,0,0,0,0,0,0,0,0,0,0
41906,Practice,16,41905.5,797.887524,-6054.186408,0.119,8.948728568677685,234.987,5.031,3,0,0,0,0,0,0,0,0,0,0,0,0
41907,Practice,16,41906.55,797.887536,-6054.186414,0.086,8.716749243975281,234.987,4.934,3,0,0,0,0,0,0,0,0,0,0,0,0
41908,Practice,16,41907.5,797.887548,-6054.18642,0.076,8.943408819857215,234.987,4.847,3,0,0,0,0,0,0,0,0,0,0,0,0
41909,Practice,16,41908.55,797.88756,-6054.18642,0.18,9.427248136786927,234.987,4.732,3,0,0,0,0,0,0,0,0,0,0,0,0
41910,Practice,16,41909.5,797.887572,-6054.186414,0.104,9.46747313802149,234.987,4.585,3,0,0,0,0,0,0,0,0,0,0,0,0
41911,Practice,16,41910.55,797.887578,-6054.186414,0.068,8.982308009470222,234.987,4.441,3,0,0,0,0,0,0,0,0,0,0,0,0
41912,Practice,16,41911.5,797.887578,-6054.18642,0.068,8.729327411559604,234.987,4.298,3,0,0,0,0,0,0,0,0,0,0,0,0
41913,Practice,16,41912.55,797.887596,-6054.186432,0.216,8.759584479133014,234.987,4.244,3,0,0,0,0,0,0,0,0,0,0,0,0
41914,Practice,16,41913.5,797.887608,-6054.186432,0.176,9.207799398552968,234.987,4.189,3,0,0,0,0,0,0,0,0,0,0,0,0
41915,Practice,16,41914.55,797.887614,-6054.186432,0.104,8.93293152897596,234.987,4.069,3,0,0,0,0,0,0,0,0,0,0,0,0
41916,Practice,16,41915.5,797.88762,-6054.186432,0.05,9.168321940769031,234.987,3.963,3,0,0,0,0,0,0,0,0,0,0,0,0
41917,Practice,16,41916.55,797.887626,-6054.186438,0.223,9.769977050405153,234.987,3.884,3,0,0,0,0,0,0,0,0,0,0,0,0
41918,Practice,16,41917.5,797.887626,-6054.186444,0.076,9.001477045276223,234.987,3.863,3,0,0,0,0,0,0,0,0,0,0,0,0
41919,Practice,16,41918.55,797.887632,-6054.186456,0.086,8.838428766678874,234.987,3.815,3,0,0,0,0,0,0,0,0,0,0,0,0
41920,Practice,16,41919.5,797.887632,-6054.186462,0.097,9.16985803823648,234.987,3.787,3,0,0,0,0,0,0,0,0,0,0,0,0
41921,Practice,16,41920.55,797.887632,-6054.186474,0.112,9.181404197770572,234.987,3.761,3,0,0,0,0,0,0,0,0,0,0,0,0
41922,Practice,16,41921.5,797.887632,-6054.18648,0.122,8.8404172313105,234.987,3.697,3,0,0,0,0,0,0,0,0,0,0,0,0
41923,Practice,16,41922.55,797.887626,-6054.186486,0.032,9.109172908235305,234.987,3.628,3,0,0,0,0,0,0,0,0,0,0,0,0
41924,Practice,16,41923.5,797.88762,-6054.186498,0.043,8.565804459821216,234.987,3.6,3,0,0,0,0,0,0,0,0,0,0,0,0
41925,Practice,16,41924.55,797.887614,-6054.186504,0.072,8.650857325573664,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
41926,Practice,16,41925.5,797.887608,-6054.18651,0.076,8.871565653692988,234.987,3.496,3,0,0,0,0,0,0,0,0,0,0,0,0
41927,Practice,16,41926.55,797.887608,-6054.18651,0.083,9.693780379105394,234.987,3.467,3,0,0,0,0,0,0,0,0,0,0,0,0
41928,Practice,16,41927.5,797.887614,-6054.18651,0.025,8.72357174244848,234.987,3.432,3,0,0,0,0,0,0,0,0,0,0,0,0
41929,Practice,16,41928.55,797.887614,-6054.18651,0.119,8.959225401544307,234.987,3.398,3,0,0,0,0,0,0,0,0,0,0,0,0
41930,Practice,16,41929.5,797.88762,-6054.186498,0.119,9.422978868258372,234.987,3.316,3,0,0,0,0,0,0,0,0,0,0,0,0
41931,Practice,16,41930.55,797.88762,-6054.186498,0.036,9.528720515320174,234.987,3.254,3,0,0,0,0,0,0,0,0,0,0,0,0
41932,Practice,16,41931.5,797.887626,-6054.186486,0.169,9.282516803799629,234.987,3.161,3,0,0,0,0,0,0,0,0,0,0,0,0
41933,Practice,16,41932.55,797.887626,-6054.18648,0.148,9.540545283541926,234.987,3.098,3,0,0,0,0,0,0,0,0,0,0,0,0
41934,Practice,16,41933.5,797.887632,-6054.186474,0.094,9.27357068424676,234.987,3.051,3,0,0,0,0,0,0,0,0,0,0,0,0
41935,Practice,16,41934.55,797.887644,-6054.186456,0.104,8.465535042921225,234.987,2.994,3,0,0,0,0,0,0,0,0,0,0,0,0
41936,Practice,16,41935.5,797.88765,-6054.186444,0.09,9.087527618042278,234.987,2.916,3,0,0,0,0,0,0,0,0,0,0,0,0
41937,Practice,16,41936.55,797.887668,-6054.186432,0.076,9.172406206701082,234.987,2.881,3,0,0,0,0,0,0,0,0,0,0,0,0
41938,Practice,16,41937.5,797.88765,-6054.186426,0.122,8.429572845993233,234.987,2.875,3,0,0,0,0,0,0,0,0,0,0,0,0
41939,Practice,16,41938.55,797.887644,-6054.18642,0.13,8.630434219536227,234.987,2.851,3,0,0,0,0,0,0,0,0,0,0,0,0
41940,Practice,16,41939.5,797.887632,-6054.186402,0.234,9.04112339816082,234.987,2.765,3,0,0,0,0,0,0,0,0,0,0,0,0
41941,Practice,16,41940.55,797.887626,-6054.186372,0.083,8.817514269336254,234.987,2.806,3,0,0,0,0,0,0,0,0,0,0,0,0
41942,Practice,16,41941.5,797.88762,-6054.18636,0.097,9.013563377847788,234.987,2.796,3,0,0,0,0,0,0,0,0,0,0,0,0
41943,Practice,16,41942.55,797.887644,-6054.186342,0.256,9.179344934641405,234.987,2.771,3,0,0,0,0,0,0,0,0,0,0,0,0
41944,Practice,16,41943.5,797.887668,-6054.186342,0.047,8.494610881354202,234.987,2.727,3,0,0,0,0,0,0,0,0,0,0,0,0
41945,Practice,16,41944.55,797.887704,-6054.186336,0.108,8.816340093480198,234.987,2.725,3,0,0,0,0,0,0,0,0,0,0,0,0
41946,Practice,16,41945.5,797.88774,-6054.18633,0.112,9.609775823405206,234.987,2.73,3,0,0,0,0,0,0,0,0,0,0,0,0
41947,Practice,16,41946.55,797.887758,-6054.186318,0.05,8.829618944936646,234.987,2.718,3,0,0,0,0,0,0,0,0,0,0,0,0
41948,Practice,16,41947.5,797.887776,-6054.1863,0.09,9.11435495075622,234.987,2.669,3,0,0,0,0,0,0,0,0,0,0,0,0
41949,Practice,16,41948.55,797.887818,-6054.186312,0.032,8.560534396121168,234.987,2.558,3,0,0,0,0,0,0,0,0,0,0,0,0
41950,Practice,16,41949.5,797.887842,-6054.186342,0.04,9.048876365610012,234.987,2.471,3,0,0,0,0,0,0,0,0,0,0,0,0
41951,Practice,16,41950.55,797.887866,-6054.186354,0.065,9.194797700423477,234.987,2.352,3,0,0,0,0,0,0,0,0,0,0,0,0
41952,Practice,16,41951.5,797.88789,-6054.186366,0.094,8.633313106045067,234.987,2.286,3,0,0,0,0,0,0,0,0,0,0,0,0
41953,Practice,16,41952.55,797.887914,-6054.186384,0.137,8.464482153760464,234.987,2.21,3,0,0,0,0,0,0,0,0,0,0,0,0
41954,Practice,16,41953.5,797.887926,-6054.186384,0.065,9.43794712888287,234.987,2.085,3,0,0,0,0,0,0,0,0,0,0,0,0
41955,Practice,16,41954.55,797.88795,-6054.186396,0.011,8.501330712692408,234.987,1.998,3,0,0,0,0,0,0,0,0,0,0,0,0
41956,Practice,16,41955.5,797.887974,-6054.186408,0.083,8.896222796044363,234.987,1.914,3,0,0,0,0,0,0,0,0,0,0,0,0
41957,Practice,16,41956.55,797.887986,-6054.18642,0.058,9.859628847804478,234.987,1.85,3,0,0,0,0,0,0,0,0,0,0,0,0
41958,Practice,16,41957.5,797.887998,-6054.186432,0.068,8.624236191677493,234.987,1.814,3,0,0,0,0,0,0,0,0,0,0,0,0
41959,Practice,16,41958.55,797.888004,-6054.18645,0.151,8.91332862789017,234.987,1.742,3,0,0,0,0,0,0,0,0,0,0,0,0
41960,Practice,15,41959.5,797.888028,-6054.186426,1.112,9.75458152489844,314.664,1.768,3,0,0,0,0,0,0,0,0,0,0,0,0
42000,Practice,16,42000.0,797.88819,-6054.18627,3.744,9.365358275669871,314.592,1.709,3,0,0,0,0,0,0,0,0,0,0,0,0
42001,Practice,16,42000.55,797.888526,-6054.185952,6.257,9.141646802313184,315.855,1.647,3,0,0,0,0,0,0,0,0,0,0,0,0
42002,Practice,16,42001.5,797.889432,-6054.18507,10.775,10.615529944357988,315.677,1.48,3,0,0,0,0,0,0,0,0,0,0,0,0
42003,Practice,15,42002.55,797.890782,-6054.183696,11.894,9.856497936088877,315.665,1.417,3,0,0,0,0,0,0,0,0,0,0,0,0
42004,Practice,15,42003.5,797.892216,-6054.182256,15.318,11.133171038259231,316.156,1.309,3,0,0,0,0,0,0,0,0,0,0,0,0
42005,Practice,15,42004.55,797.894274,-6054.18021,18.472,11.174927900857575,316.651,1.373,3,0,0,0,0,0,0,0,0,0,0,0,0
42006,Practice,16,42005.5,797.895834,-6054.17865,14.083,11.068104830411814,314.796,1.314,3,0,0,0,0,0,0,0,0,0,0,0,0
42007,Practice,14,42006.55,797.89758,-6054.177024,15.887,10.56187572913886,319.779,1.483,3,0,0,0,0,0,0,0,0,0,0,0,0
